19: (5, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
20: (6, 1), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
21: (6, 2), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
22: (6, 2), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
23: (6, 2), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
24: (6, 2), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
25: (6, 2), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
26: (6, 2), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
27: (6, 2), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
28: (6, 2), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
29: (6, 2), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
30: (6, 3), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
31: (6, 3), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
32: (6, 3), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
33: (7, 4), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
34: (7, 4), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
35: (7, 4), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
36: (7, 4), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
37: (7, 4), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
38: (7, 4), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
39: (7, 4), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
40: (7, 4), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
41: (7, 4), (1, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
42: (7, 4), (1, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
43: (7, 4), (1, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
44: (7, 4), (2, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
45: (7, 4), (2, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
46: (8, 4), (2, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
47: (8, 4), (3, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
48: (8, 4), (3, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
49: (9, 5), (3, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
50: (9, 5), (4, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
51: (9, 5), (4, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
52: (9, 5), (4, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
53: (9, 5), (5, 1), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
54: (9, 5), (5, 1), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
55: (9, 5), (5, 1), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
56: (9, 5), (5, 1), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
57: (9, 5), (5, 1), (1, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
58: (9, 5), (5, 1), (1, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
59: (9, 5), (5, 1), (1, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
60: (9, 5), (5, 1), (2, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
61: (9, 5), (5, 1), (2, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
62: (10, 5), (5, 1), (2, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
63: (10, 5), (5, 1), (3, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
64: (10, 5), (5, 1), (3, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
65: (11, 5), (5, 1), (3, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
66: (11, 5), (6, 1), (4, 1), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
67: (11, 5), (6, 1), (4, 1), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
68: (12, 5), (6, 1), (4, 1), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0)
69: (12, 5), (7, 1), (4, 1), (1, 0), (0, 0), (0, 0), (0, 0), (0, 0)
70: (12, 5), (7, 1), (4, 1), (1, 0), (0, 0), (0, 0), (0, 0), (0, 0)
71: (13, 5), (7, 1), (4, 1), (1, 0), (0, 0), (0, 0), (0, 0), (0, 0)
72: (13, 5), (8, 1), (4, 1), (2, 0), (0, 0), (0, 0), (0, 0), (0, 0)
73: (13, 5), (8, 1), (4, 1), (2, 0), (0, 0), (0, 0), (0, 0), (0, 0)
74: (14, 5), (8, 1), (4, 1), (2, 0), (0, 0), (0, 0), (0, 0), (0, 0)
75: (14, 5), (9, 1), (4, 1), (3, 0), (0, 0), (0, 0), (0, 0), (0, 0)
76: (14, 5), (9, 1), (4, 1), (3, 0), (0, 0), (0, 0), (0, 0), (0, 0)
77: (15, 5), (9, 1), (4, 1), (3, 0), (0, 0), (0, 0), (0, 0), (0, 0)
78: (15, 5), (10, 1), (4, 1), (4, 1), (0, 0), (0, 0), (0, 0), (0, 0)
79: (15, 5), (10, 1), (5, 1), (4, 1), (0, 0), (0, 0), (0, 0), (0, 0)
80: (16, 4), (10, 1), (5, 1), (4, 1), (0, 0), (0, 0), (0, 0), (0, 0)
81: (16, 4), (11, 1), (5, 1), (4, 1), (0, 0), (0, 0), (0, 0), (0, 0)
82: (16, 4), (11, 1), (6, 1), (4, 1), (0, 0), (0, 0), (0, 0), (0, 0)
83: (16, 4), (11, 1), (6, 1), (4, 1), (0, 0), (0, 0), (0, 0), (0, 0)
84: (16, 4), (12, 1), (6, 1), (4, 1), (0, 0), (0, 0), (0, 0), (0, 0)
85: (16, 4), (12, 1), (7, 1), (4, 1), (0, 0), (0, 0), (0, 0), (0, 0)
86: (16, 4), (12, 1), (7, 1), (4, 1), (0, 0), (0, 0), (0, 0), (0, 0)
87: (16, 4), (13, 3), (7, 1), (4, 1), (0, 0), (0, 0), (0, 0), (0, 0)
88: (16, 4), (13, 3), (8, 1), (4, 1), (0, 0), (0, 0), (0, 0), (0, 0)
89: (16, 4), (13, 3), (8, 1), (4, 1), (0, 0), (0, 0), (0, 0), (0, 0)
90: (16, 4), (13, 3), (8, 1), (4, 1), (0, 1), (0, 0), (0, 0), (0, 0)
91: (16, 4), (13, 3), (9, 1), (5, 1), (0, 1), (0, 0), (0, 0), (0, 0)
92: (16, 4), (13, 3), (9, 1), (5, 1), (0, 1), (0, 0), (0, 0), (0, 0)
93: (17, 4), (13, 3), (9, 1), (5, 1), (0, 1), (0, 0), (0, 0), (0, 0)
94: (17, 4), (13, 3), (10, 1), (6, 1), (0, 1), (0, 0), (0, 0), (0, 0)
95: (17, 4), (13, 3), (10, 1), (6, 1), (0, 1), (1, 0), (0, 0), (0, 0)
96: (18, 4), (13, 3), (10, 1), (6, 1), (0, 1), (1, 0), (0, 0), (0, 0)
97: (18, 4), (13, 3), (11, 2), (7, 1), (0, 1), (1, 0), (0, 0), (0, 0)
98: (18, 4), (13, 3), (11, 2), (7, 1), (0, 1), (2, 0), (0, 0), (0, 0)
99: (19, 4), (13, 3), (11, 2), (7, 1), (0, 1), (2, 0), (0, 0), (0, 0)
100: (19, 4), (14, 3), (11, 2), (8, 1), (0, 1), (2, 0), (0, 0), (0, 0)
101: (19, 4), (14, 3), (11, 2), (8, 1), (0, 1), (3, 1), (0, 0), (0, 0)
102: (20, 4), (14, 3), (11, 2), (8, 1), (1, 1), (3, 1), (0, 0), (0, 0)
103: (20, 4), (15, 3), (11, 2), (9, 2), (1, 1), (3, 1), (0, 0), (0, 0)
104: (20, 4), (15, 3), (11, 2), (9, 2), (1, 1), (3, 1), (0, 0), (0, 0)
105: (21, 4), (15, 3), (11, 2), (9, 2), (2, 1), (3, 1), (0, 0), (0, 0)
106: (21, 4), (16, 3), (11, 2), (9, 2), (2, 1), (3, 1), (0, 0), (0, 0)
107: (21, 4), (16, 3), (11, 2), (9, 2), (2, 1), (3, 1), (0, 0), (0, 0)
108: (22, 4), (16, 3), (11, 2), (9, 2), (3, 1), (3, 1), (0, 0), (0, 0)
109: (22, 4), (17, 3), (11, 2), (9, 2), (3, 1), (3, 1), (0, 0), (0, 0)
110: (22, 4), (17, 3), (12, 2), (9, 2), (3, 1), (3, 1), (0, 0), (0, 0)
111: (23, 4), (17, 3), (12, 2), (9, 2), (4, 1), (3, 1), (0, 0), (0, 0)
112: (23, 4), (18, 3), (12, 2), (9, 2), (4, 1), (3, 1), (0, 0), (0, 0)
113: (23, 4), (18, 3), (13, 2), (9, 2), (4, 1), (3, 1), (0, 0), (0, 0)
114: (24, 4), (18, 3), (13, 2), (9, 2), (5, 1), (4, 1), (0, 0), (0, 0)
115: (24, 4), (19, 3), (13, 2), (9, 2), (5, 1), (4, 1), (0, 0), (0, 0)
116: (24, 4), (19, 3), (14, 2), (10, 2), (5, 1), (4, 1), (0, 0), (0, 0)
117: (25, 5), (19, 3), (14, 2), (10, 2), (6, 1), (5, 1), (0, 0), (0, 0)
118: (25, 5), (20, 2), (14, 2), (10, 2), (6, 1), (5, 1), (0, 0), (0, 0)
119: (25, 5), (20, 2), (15, 2), (11, 1), (6, 1), (5, 1), (0, 0), (0, 0)
120: (25, 5), (20, 3), (15, 2), (11, 1), (7, 1), (6, 1), (0, 0), (0, 0)
121: (25, 5), (20, 3), (15, 2), (11, 1), (7, 1), (6, 1), (0, 0), (0, 0)
122: (25, 5), (20, 3), (16, 2), (11, 1), (7, 1), (6, 1), (0, 0), (0, 0)
123: (25, 5), (20, 3), (16, 2), (11, 1), (8, 1), (7, 1), (0, 0), (0, 0)
124: (25, 5), (20, 3), (16, 2), (11, 1), (8, 1), (7, 1), (1, 0), (0, 0)
125: (25, 5), (20, 3), (17, 2), (11, 1), (8, 1), (7, 1), (1, 0), (0, 0)
126: (25, 5), (20, 3), (17, 2), (11, 1), (9, 1), (8, 1), (1, 0), (0, 0)
127: (25, 5), (20, 3), (17, 2), (11, 1), (9, 1), (8, 1), (2, 0), (0, 0)
128: (25, 5), (20, 3), (18, 2), (11, 1), (9, 1), (8, 1), (2, 0), (0, 0)
129: (25, 5), (20, 3), (18, 2), (11, 1), (10, 1), (9, 1), (2, 0), (0, 0)
130: (26, 5), (20, 3), (18, 2), (11, 1), (10, 1), (9, 1), (3, 0), (0, 0)
131: (26, 5), (21, 3), (19, 2), (11, 1), (10, 1), (9, 1), (3, 0), (0, 0)
132: (26, 5), (21, 3), (19, 2), (12, 1), (11, 1), (10, 1), (3, 0), (0, 0)
133: (27, 5), (21, 3), (19, 2), (12, 1), (11, 1), (10, 1), (4, 0), (0, 0)
134: (27, 5), (22, 3), (20, 2), (12, 1), (11, 1), (10, 1), (4, 0), (0, 0)
135: (27, 5), (22, 3), (20, 2), (13, 1), (12, 2), (11, 1), (4, 0), (0, 0)
136: (28, 5), (22, 3), (20, 2), (13, 1), (12, 2), (11, 1), (5, 1), (0, 0)
137: (28, 5), (23, 3), (21, 3), (13, 1), (12, 2), (11, 1), (5, 1), (0, 0)
138: (28, 5), (23, 3), (21, 3), (14, 1), (12, 2), (12, 1), (5, 1), (0, 0)
139: (29, 5), (23, 3), (21, 3), (14, 1), (12, 2), (12, 1), (5, 1), (0, 0)
140: (29, 5), (24, 3), (21, 3), (14, 1), (12, 2), (12, 1), (5, 1), (0, 0)
141: (29, 5), (24, 3), (21, 3), (15, 1), (12, 2), (13, 1), (5, 1), (0, 0)
142: (30, 5), (24, 3), (21, 3), (15, 1), (12, 2), (13, 1), (5, 2), (0, 0)
143: (30, 5), (25, 4), (21, 3), (15, 1), (12, 2), (13, 1), (5, 2), (0, 0)
144: (30, 5), (25, 4), (21, 3), (16, 1), (12, 2), (14, 1), (5, 2), (0, 0)
145: (31, 5), (25, 4), (21, 3), (16, 1), (12, 2), (14, 1), (5, 2), (0, 0)
146: (31, 5), (25, 4), (21, 3), (16, 1), (12, 2), (14, 1), (5, 2), (0, 0)
147: (31, 5), (25, 4), (21, 3), (17, 1), (12, 2), (15, 1), (5, 2), (0, 0)
148: (32, 5), (25, 4), (21, 3), (17, 1), (13, 2), (15, 1), (5, 2), (0, 0)
149: (32, 5), (25, 4), (21, 3), (17, 1), (13, 2), (15, 1), (6, 2), (0, 0)
150: (32, 5), (25, 4), (22, 3), (18, 1), (13, 2), (16, 1), (6, 2), (0, 0)
151: (33, 4), (25, 4), (22, 3), (18, 1), (14, 2), (16, 1), (6, 2), (0, 0)
152: (33, 4), (25, 4), (22, 3), (18, 1), (14, 2), (16, 1), (7, 2), (0, 0)
153: (33, 4), (25, 4), (23, 3), (19, 2), (14, 2), (17, 1), (7, 2), (0, 0)
154: (33, 4), (25, 4), (23, 3), (19, 2), (15, 2), (17, 1), (7, 2), (0, 0)
155: (33, 4), (25, 4), (23, 3), (19, 2), (15, 2), (17, 1), (8, 2), (0, 0)
156: (33, 4), (26, 4), (24, 3), (19, 2), (15, 2), (18, 1), (8, 2), (0, 0)
157: (33, 4), (26, 4), (24, 3), (19, 2), (16, 2), (18, 1), (8, 2), (0, 0)
158: (33, 4), (26, 4), (24, 3), (19, 2), (16, 2), (18, 1), (9, 2), (1, 0)
159: (33, 4), (27, 4), (25, 2), (19, 2), (16, 2), (19, 1), (9, 2), (1, 0)
160: (33, 4), (27, 4), (25, 2), (19, 2), (17, 2), (19, 1), (9, 2), (1, 0)
161: (33, 4), (27, 4), (25, 2), (19, 2), (17, 2), (19, 1), (10, 2), (2, 0)
162: (33, 4), (28, 5), (25, 2), (19, 2), (17, 2), (20, 1), (10, 2), (2, 0)
163: (33, 4), (28, 5), (25, 2), (19, 2), (18, 2), (20, 1), (10, 2), (2, 0)
164: (34, 4), (28, 5), (25, 2), (19, 2), (18, 2), (20, 1), (11, 2), (3, 0)
165: (34, 4), (28, 5), (25, 2), (19, 2), (18, 2), (21, 1), (11, 2), (3, 0)
166: (34, 4), (28, 5), (25, 2), (20, 2), (19, 2), (21, 1), (11, 2), (3, 0)
167: (35, 4), (28, 5), (25, 2), (20, 2), (19, 2), (21, 1), (12, 2), (4, 0)
168: (35, 4), (28, 5), (25, 2), (20, 2), (19, 2), (22, 1), (12, 2), (4, 0)
169: (35, 4), (28, 5), (25, 2), (21, 1), (20, 2), (22, 1), (12, 2), (4, 0)
170: (36, 2), (28, 5), (25, 2), (21, 1), (20, 2), (22, 1), (13, 2), (5, 1)
171: (36, 2), (28, 5), (25, 2), (21, 1), (20, 2), (23, 1), (13, 2), (5, 1)
172: (36, 2), (28, 5), (26, 2), (21, 1), (21, 2), (23, 1), (13, 2), (5, 1)
173: (36, 3), (28, 5), (26, 2), (21, 1), (21, 2), (23, 1), (14, 4), (5, 1)
174: (36, 3), (28, 5), (26, 2), (21, 1), (21, 2), (24, 1), (14, 4), (5, 1)
175: (36, 3), (29, 4), (27, 2), (21, 1), (22, 2), (24, 1), (14, 4), (5, 1)
176: (36, 3), (29, 4), (27, 2), (21, 1), (22, 2), (24, 1), (14, 4), (5, 1)
177: (36, 3), (29, 4), (27, 2), (21, 1), (22, 2), (25, 1), (14, 4), (5, 1)
178: (36, 3), (29, 4), (28, 2), (21, 1), (23, 2), (25, 1), (14, 4), (5, 1)
179: (36, 3), (29, 4), (28, 2), (21, 1), (23, 2), (25, 1), (14, 4), (5, 1)
180: (36, 3), (29, 4), (28, 2), (21, 1), (23, 2), (26, 1), (14, 4), (5, 1)
181: (36, 3), (29, 4), (29, 2), (21, 1), (24, 2), (26, 1), (14, 4), (5, 1)
182: (36, 3), (29, 4), (29, 2), (22, 1), (24, 2), (26, 1), (14, 4), (5, 1)
183: (37, 4), (29, 4), (29, 2), (22, 1), (24, 2), (27, 1), (14, 4), (6, 1)
184: (37, 4), (29, 4), (30, 3), (22, 1), (25, 2), (27, 1), (14, 4), (6, 1)
185: (37, 4), (29, 4), (30, 3), (23, 1), (25, 2), (27, 1), (14, 4), (6, 1)
186: (37, 4), (29, 4), (30, 3), (23, 1), (25, 2), (28, 0), (15, 3), (7, 1)
187: (37, 4), (29, 4), (30, 3), (23, 1), (26, 1), (28, 0), (15, 3), (7, 1)
188: (37, 4), (30, 4), (30, 3), (24, 1), (26, 1), (28, 0), (15, 3), (7, 1)
189: (37, 4), (30, 4), (30, 3), (24, 1), (26, 1), (28, 0), (15, 3), (8, 1)
190: (37, 4), (30, 4), (30, 3), (24, 1), (26, 1), (28, 0), (15, 3), (8, 1)
191: (37, 4), (31, 4), (30, 3), (25, 1), (26, 1), (28, 0), (15, 3), (8, 1)
192: (37, 4), (31, 4), (30, 3), (25, 1), (26, 1), (28, 0), (15, 3), (9, 2)
193: (37, 4), (31, 4), (30, 3), (25, 1), (26, 1), (28, 0), (15, 3), (9, 2)
194: (37, 4), (32, 4), (30, 3), (26, 1), (26, 1), (28, 0), (15, 3), (9, 2)
195: (37, 4), (32, 4), (30, 3), (26, 1), (26, 1), (28, 1), (15, 3), (9, 2)
196: (38, 3), (32, 4), (30, 3), (26, 1), (26, 1), (28, 1), (15, 3), (9, 2)
197: (38, 3), (33, 3), (31, 2), (27, 1), (26, 1), (28, 1), (15, 3), (9, 3)
198: (38, 3), (33, 3), (31, 2), (27, 1), (26, 1), (28, 1), (15, 3), (9, 3)
199: (38, 3), (33, 3), (31, 2), (27, 1), (26, 1), (29, 1), (16, 3), (9, 3)
200: (38, 3), (33, 3), (31, 2), (28, 1), (27, 1), (29, 1), (16, 3), (9, 3)
201: (38, 3), (33, 3), (31, 2), (28, 1), (27, 1), (29, 1), (16, 3), (9, 3)
202: (38, 3), (33, 3), (31, 2), (28, 1), (27, 1), (29, 1), (17, 3), (9, 3)
203: (38, 3), (33, 3), (31, 2), (29, 1), (28, 1), (29, 1), (17, 3), (9, 3)
204: (38, 3), (33, 3), (31, 2), (29, 1), (28, 1), (29, 1), (17, 3), (9, 3)
205: (38, 3), (33, 3), (31, 2), (29, 1), (28, 1), (29, 1), (18, 3), (10, 3)
206: (38, 3), (33, 3), (31, 2), (30, 1), (29, 1), (29, 1), (18, 3), (10, 3)
207: (38, 3), (33, 3), (31, 2), (30, 1), (29, 1), (29, 1), (18, 3), (10, 3)
208: (38, 3), (33, 3), (31, 2), (30, 1), (29, 1), (29, 1), (19, 3), (11, 3)
209: (39, 3), (33, 3), (31, 2), (31, 1), (30, 1), (29, 1), (19, 3), (11, 3)
210: (39, 3), (34, 4), (32, 2), (31, 1), (30, 1), (29, 1), (19, 3), (11, 3)
211: (39, 3), (34, 4), (32, 2), (31, 1), (30, 1), (29, 1), (20, 3), (12, 3)
212: (40, 3), (34, 4), (32, 2), (32, 1), (31, 1), (28, 1), (20, 3), (12, 3)
213: (40, 3), (34, 4), (33, 2), (32, 1), (31, 1), (28, 1), (20, 3), (12, 3)
214: (40, 3), (34, 4), (33, 2), (32, 1), (31, 1), (28, 1), (21, 3), (13, 4)
215: (41, 2), (34, 4), (33, 2), (33, 1), (32, 0), (27, 1), (21, 3), (13, 4)
216: (41, 2), (34, 4), (34, 2), (33, 1), (32, 0), (27, 1), (21, 3), (13, 4)
217: (41, 2), (34, 4), (34, 2), (33, 1), (32, 0), (27, 1), (22, 3), (13, 4)
218: (41, 2), (34, 4), (34, 2), (34, 1), (32, 0), (26, 1), (22, 3), (13, 5)
219: (41, 2), (34, 4), (35, 2), (34, 1), (32, 0), (26, 1), (22, 3), (13, 5)
220: (41, 2), (34, 4), (35, 2), (34, 1), (32, 0), (26, 1), (23, 3), (13, 5)
221: (41, 2), (34, 4), (35, 2), (35, 1), (32, 0), (25, 2), (23, 3), (13, 5)
222: (41, 2), (34, 4), (36, 1), (35, 1), (32, 0), (25, 2), (23, 3), (13, 5)
223: (41, 2), (35, 4), (36, 1), (35, 1), (32, 0), (25, 2), (24, 3), (13, 5)
224: (41, 2), (35, 4), (36, 1), (36, 1), (32, 0), (25, 2), (24, 3), (13, 5)
225: (41, 2), (35, 4), (36, 1), (36, 1), (32, 0), (25, 2), (24, 3), (13, 5)
226: (41, 2), (36, 4), (36, 1), (36, 1), (32, 0), (25, 2), (25, 3), (13, 5)
227: (41, 2), (36, 4), (36, 1), (37, 1), (32, 0), (25, 2), (25, 3), (14, 5)
228: (42, 2), (36, 4), (36, 1), (37, 1), (31, 1), (25, 2), (25, 3), (14, 5)
229: (42, 2), (37, 4), (36, 1), (37, 1), (31, 1), (25, 2), (26, 2), (14, 5)
230: (42, 2), (37, 4), (36, 1), (38, 1), (31, 1), (25, 2), (26, 2), (15, 5)
231: (43, 1), (37, 4), (36, 1), (38, 1), (31, 1), (25, 2), (26, 2), (15, 5)
232: (43, 1), (38, 4), (36, 1), (38, 1), (31, 1), (25, 2), (26, 2), (15, 5)
233: (43, 1), (38, 4), (36, 1), (39, 0), (31, 1), (25, 2), (26, 3), (16, 4)
234: (43, 1), (38, 4), (36, 1), (39, 0), (31, 1), (24, 2), (26, 3), (16, 4)
235: (43, 1), (39, 4), (37, 1), (39, 0), (31, 1), (24, 2), (26, 3), (16, 4)
236: (43, 1), (39, 4), (37, 1), (39, 0), (31, 1), (24, 2), (26, 3), (16, 4)
237: (43, 1), (39, 4), (37, 1), (39, 0), (31, 1), (23, 1), (26, 3), (16, 4)
238: (43, 1), (40, 3), (38, 1), (39, 0), (31, 1), (23, 1), (26, 3), (16, 4)
239: (43, 1), (40, 3), (38, 1), (39, 0), (31, 1), (23, 1), (26, 3), (16, 4)
240: (43, 1), (40, 3), (38, 1), (39, 0), (31, 1), (23, 1), (26, 3), (16, 4)
241: (43, 1), (40, 3), (39, 1), (39, 0), (30, 1), (23, 1), (26, 3), (16, 4)
242: (43, 1), (40, 3), (39, 1), (39, 0), (30, 1), (23, 1), (27, 3), (16, 4)
243: (43, 1), (40, 3), (39, 1), (39, 0), (30, 1), (23, 1), (27, 3), (16, 4)
244: (44, 1), (40, 3), (40, 1), (39, 0), (29, 1), (23, 1), (27, 3), (16, 4)
245: (44, 1), (40, 3), (40, 1), (39, 0), (29, 1), (23, 1), (28, 3), (16, 4)
246: (44, 1), (40, 3), (40, 1), (40, 0), (29, 1), (23, 1), (28, 3), (17, 3)
247: (45, 1), (40, 3), (41, 1), (40, 0), (28, 1), (23, 1), (28, 3), (17, 3)
248: (45, 1), (40, 3), (41, 1), (40, 0), (28, 1), (23, 1), (29, 3), (17, 3)
249: (45, 1), (40, 3), (41, 1), (41, 0), (28, 1), (23, 1), (29, 3), (17, 3)
250: (46, 0), (40, 3), (42, 1), (41, 0), (27, 1), (22, 1), (29, 3), (17, 3)
251: (46, 0), (41, 3), (42, 1), (41, 0), (27, 1), (22, 1), (30, 3), (17, 4)
252: (46, 0), (41, 3), (42, 1), (42, 0), (27, 1), (22, 1), (30, 3), (17, 4)
253: (46, 0), (41, 3), (43, 1), (42, 0), (26, 1), (21, 1), (30, 3), (17, 4)
254: (46, 0), (42, 3), (43, 1), (42, 0), (26, 1), (21, 1), (31, 2), (17, 4)
255: (46, 0), (42, 3), (43, 1), (43, 0), (26, 1), (21, 1), (31, 2), (17, 4)
256: (46, 0), (42, 3), (44, 1), (43, 0), (25, 1), (20, 1), (31, 2), (17, 4)
257: (46, 0), (43, 2), (44, 1), (43, 0), (25, 1), (20, 1), (31, 2), (17, 4)
258: (46, 0), (43, 2), (44, 1), (44, 0), (25, 1), (20, 1), (31, 2), (17, 4)
259: (46, 0), (43, 2), (45, 1), (44, 0), (24, 1), (19, 1), (31, 2), (18, 4)
260: (46, 0), (43, 2), (45, 1), (44, 0), (24, 1), (19, 1), (31, 2), (18, 4)
261: (46, 0), (43, 2), (45, 1), (45, 1), (24, 1), (19, 1), (31, 2), (18, 4)
262: (46, 0), (43, 2), (46, 1), (45, 1), (23, 1), (18, 1), (31, 2), (19, 4)
263: (45, 0), (43, 2), (46, 1), (45, 1), (23, 1), (18, 1), (31, 2), (19, 4)
264: (45, 0), (43, 2), (46, 1), (45, 1), (23, 1), (18, 1), (31, 2), (19, 4)
265: (45, 0), (43, 2), (47, 1), (45, 1), (22, 1), (17, 1), (31, 2), (20, 4)
266: (44, 0), (43, 2), (47, 1), (45, 1), (22, 1), (17, 1), (31, 2), (20, 4)
267: (44, 0), (43, 2), (47, 1), (45, 1), (22, 1), (17, 1), (32, 2), (20, 4)
268: (44, 0), (43, 2), (48, 1), (45, 1), (21, 1), (16, 1), (32, 2), (21, 4)
269: (43, 0), (43, 2), (48, 1), (45, 1), (21, 1), (16, 1), (32, 2), (21, 4)
270: (43, 0), (44, 1), (48, 1), (45, 1), (21, 1), (16, 1), (33, 2), (21, 4)
271: (43, 0), (44, 1), (49, 0), (45, 1), (20, 1), (15, 1), (33, 2), (22, 4)
272: (42, 0), (44, 1), (49, 0), (45, 1), (20, 1), (15, 1), (33, 2), (22, 4)
273: (42, 0), (44, 1), (49, 0), (45, 1), (20, 1), (15, 1), (34, 2), (22, 4)
